Sentence,Polarity,Subjectivity
Good question SebCostello9 I hope when Union returns ( in July 🤷‍♂️) they consider it  as in League  your jersey number in Rugby reflects your positionTrivia question for Seb  who is the player on the field tonight who is the nephew of a wallabies legend from the 1990’s ?,0.7,0.6000000000000001
Well done NRL for getting League back Great clash between  brisbanebroncos and TheParraEels - benambrabill is a huge fan Congratulations to FOXNRL - fantastic coverage DavidHodgettMP,0.4,0.6375
The Belt and Road Initiative  signed between Chairman Dan and Communist China  is traitorous pictwittercomSvqLNgWpnV,0.0,0.0
“its smashing up of Christian churches  its actions in the South China Sea If his answer is that these are matters for a federal government not a state government  then that should also have been his answer on the BRI”,0.0,0.0
As Greg Sheridan writes “Andrews has set himself up as making geostrategic foreign policy decisions against Canberra He should now answer questions on Beijing’s actions in Hong Kong  its internment of a million Uighurs  its imprisonment of human rights lawyers ”,-0.0625,0.1125
Andrews has put China above his nation He’s a traitor https:wwwtheaustraliancomaucommentaryandrews-has-put-china-above-his-party-and-his-nationnews-story5596583c6f4d5fe038f818181c538ef5 …,0.0,0.1
 pictwittercom75iF38xtA6,0.0,0.0
Well said Ashley,0.0,0.0
Daniel Andrews’ shameful Belt and Road deal with the Chinese Communist Party is treacherous and undermines Australia’s national interest Why is the Premier putting China’s interests ahead of Victoria’s? pictwittercomH3CnxpBdOI,0.0,0.0
Daniel Andrews’ dirty BRI deal with the Chinese Communist Party is treacherous and undermines Australia’s national interest Why is the Premier putting China’s interests ahead of Victoria’s? https:wwwtheaustraliancomaunationpoliticsvictorian-premier-daniel-andrews-defends-relationship-with-chinanews-storyb381ed73aae79f38affa2320fec69d57 …,-0.3,0.4
The🇨🇳Consulate and Daniel Andrews must stop pedalling Communist propaganda The Consulate has labelled critics of BRI as “deliberately discrediting for political purposes” Andrews argues having a strong trade relationship with 🇨🇳 must be through BRI he’s dangerously clueless https:twittercomdamonTheOzstatus1265490580173279232 …,-0.06666666666666668,0.45833333333333337
KosSamaras the national security of this country is more important than your pathetic little gamesThe tale you briefed noeltowell yesterday was as ridiculous as it was dangerous As RichardMarlesMP said a fed Labor govt won’t be so reckless as to sign Belt & Road with 🇨🇳,-0.2034722222222222,0.8166666666666668
"KosSamaras “one Labor MP told theage it was a ""bad look to be bragging about ignoring national security advice to win a few votes"" https:wwwtheagecomaupoliticsfederalflagrantly-reckless-victoria-signed-china-infrastructure-deal-without-consulting-dfat-20200526-p54wfnhtml …",-0.03333333333333327,0.3888888888888889
State secrecy in Victoria under Chairman Dan would impress his comrades in Communist China The histrionics from some when I labelled Dan “the Chairman” or “Dictator” should go and read the theage - you might learn how this truly rotten Labor government operates pictwittercomxAQKVJ7OIH,0.0,0.0
As Peter Jennings former Deputy Secretary at DeptDefence said  “ultimately BRI is a political strategy designed to further the aims and interests of the Chinese Communist Party” Why is Chairman Dan aiding and abetting the aims and interests of an awful Communist dictatorship?,-0.16666666666666666,0.43333333333333335
Labor’s Belt & Road agreement with Communist China  undermining our national security  signed without the knowledge of dfat  is jeopardising our relationship with 🇦🇺most important ally the US 🇺🇸 as SecPompeo said It’s a dirty deal  which must be terminated by Chairman Dan now https:twittercomGallo_Waysstatus1265277603159523330 …,-0.09999999999999998,0.9
Former Dep Sec of DeptDefence & Director of ASPI_org Peter Jennings describes Chairman Dan’s Belt & Road deal with Communist 🇨🇳 as “Flagrantly recklessin not seeking federal advice he is choosing to be fully ignorant of🇦🇺 national security concerns” https:wwwtheagecomaupoliticsfederalflagrantly-reckless-victoria-signed-china-infrastructure-deal-without-consulting-dfat-20200526-p54wfnhtml …,-0.05,0.3
Dear LordMayorMelb why are you giving ratepayers money to this unhinged fruit cake ? Can we have an answer please ? IanRoyall JMasanauskas RitaPanahi ClayLucas pictwittercomdPaH3wOSVB,0.0,0.0
 pictwittercomgMO8ej4Fke,0.0,0.0
Comrade Dan follows Silk Road https:wwwtheaustraliancomaucommentaryeditorialscomrade-dan-follows-silk-roadnews-storye66613632bda2b80493b3a03bbc71c3e …,0.0,0.0
Labor was happy to see the back of Sam Dastyari Will timpallas be removed as well? Tim’s behaviour is almost as bad as Sam’sRoss Babbage former head of strategic analysis at ONA said about Dastyari “there is evidence that he may have been recruited as an agent of influence” https:twittercomGallo_Waysstatus1262704205669609474 …,0.02500000000000005,0.41666666666666663
What would Ross Babbage  former head of strategic analysis at the Office of National Assessments say about timpallas comments supporting the Chinese Communist Government? https:wwwafrcompoliticssam-dastyari-is-a-chinese-agent-of-influence-exintelligence-chief-20171203-gzxktb …,0.08333333333333333,0.08333333333333333
timpallas is getting close to the language and behaviour that cost Sam Dastyari his seat in the Senate Why is the Treasurer of Victoria such a patsy of the Chinese Communist Government ? https:twittercomrachelbaxendalestatus1262618663925854208 …,0.0,0.25
About to talk with TomElliott3AW on 3AW693,0.0,0.0
Good call from cityofmelbourne - councils around Victoria must follow their lead State government must act if councils refuse to provide this much needed relief to families and businesses https:twittercomIanRoyallstatus1262541788373385216 …,0.44999999999999996,0.4
This is exactly what the Liberals and Nationals are calling for from Local Government - freeze 🥶 rates  invest  invest  invest  If councils don’t  the state government must force councils to freeze rates https:twittercomSimoLovestatus1262543320745603073 …,0.125,0.125
Good on cityofmelbourne - all councils must do this  and if they don’t  the state government must compel them Smaller rural councils will need assistance from the state government https:twittercomandrew_lundstatus1262541660845518849 …,0.2333333333333333,0.3666666666666667
“gigolo  hare-brained hillbilly  ninny  scumbag  sucker  thug  dimwit  tripe and drivel  and barnyard bullies”  The hypocrisy of the political and media left in this country  but particularly in Melbourne  is insufferable   Get used to it  we won’t be bullied by you lot,-0.03333333333333333,0.30833333333333335
The same lefties who adore Paul Keating PJK hurled some of this at his opponents”harlots  sleazebags  frauds  pigs  mugs  clowns  boxheads  criminal intellects  loopy crims  stupid foul-mouthed grub  piece of criminal garbage  dullard  alley cat  bunyip aristocracy  clot fop,-0.4,0.55625
You of all people should understand there are many ways to engage with the public  and many believe Andrews is governing in an arbitrary and arrogant fashion Perfect example was cafes announcement today  which Dan was dragged to through community and political opposition,0.31666666666666665,0.4611111111111111
What about your shameless hypocrisy? I asked in February what retirement gig the Labor Party was giving him  you became distressed at that assertion  funnily enough he’s now been appointed deputy chief spinner - have you anything to say ?,0.0,0.5
Jane  it’s a year since Labor lost the federal election  and you’re not tweeting from New Zealand - I assume ? What happened ? Auckland not to your taste ? All the best,0.5681818181818181,0.37727272727272726
Anything from CameronBaud7 or bellfrances ?,0.0,0.0
What’s your preferred label for Daniel Andrews ? Poll closes 6pm Monday,0.0,0.0
Fair point Stay tuned,0.7,0.9
Still no apology from annaliesevd Zero understanding that making partisan  political tweets like attacking Liberals  particularly the federal government and PM  as a senior public servant  is totally unacceptable Should have gone  will probably get promoted by Chairman https:twittercomheidimurstatus1261814302253572096 …,0.041666666666666664,0.3125
Once again Chairman Dan has been dragged kicking and screaming to putting Victorians’ interests ahead of his power tripHe said he wasn’t going to think about opening cafes until 31 May  if at all How much anxiety has Dan caused small businesses and their staff in the meantime? https:twittercomtminearstatus1261804411606585344 …,-0.024999999999999994,0.30000000000000004
Again proving Dictator Dan is closer to China than Canberra Cafe owners in 7 States and Territories get to choose whether they serve patrons -but in Victoria Chairman Dan overrides health advice and makes a business decision for them prolonging their losses for another 2 weeks https:twittercomDougalBeattystatus1261802709969068032 …,0.0,0.0
So opening cafes and restaurants is being treated by Dictator Dan like the schools announcement String people along  leaks to media  no clear roadmap for people’s whose very livelihoods are resting on these decisions Stop causing heartache with your power trips Dan https:twittercommsanto92status1261775853400162304 …,0.075,0.3416666666666667
The answer to the question I asked in February is Donohoe is now Deputy Director of the Andrews Labor govt’s media unit,0.0,0.0
What a surprise  https:twittercomTimSmithMPstatus1232959269101662208 … pictwittercomsYtD9JHQA2,0.0,0.0
Can I remind everyone that no one plays politics or the person more aggressively and nastily than Chairman Dan This is the bloke who went out every day in Opposition and accused the Liberals of killing people,-0.25,0.75
But it’s great you’re focusing on issues that are impacting the lives of Victoria’s small business owners and their staff  even if it’s because of my tweets Trying to get you lot to question Daniel Andrews requires more effort than usual at the moment,0.2,0.475
You had a sook about what I said on sunriseon7 but instead of whingeing about my language why don’t you ask this Labor govt why the rules are much harsher here than NSW? Why can’t cafes open for patrons ? What would Andrews know about the financial viability of restaurants?,0.06666666666666667,0.2333333333333333
In Victoria with control freak wowsers like Dictator Dan running the show  you can’t even sit down for a coffee  let alone a beer Our Premier is such a friendless loser  of course Victoria has no plans to reopen licensed venues who would invite Lurch for a drink?danhasnomates pictwittercomrFGqJbGx9i,-0.07777777777777779,0.3944444444444445
The Andrews Labor Government has an unhealthy and sycophantic relationship with the Chinese Communist Party Labor’s Belt and Road deal against dfat advice undermines 🇦🇺 national security https:twittercomrachelbaxendalestatus1260431299107606528 …,-0.2,0.35
Shame on you timpallas Your  obsequiousness to the Chinese Communist Regime is disgusting Whilst the Chinese Communist Regime is behaving so repugnantly the Treasurer of Victoria is trying to suck up to themhow embarrassing for our country 🇦🇺🤦🏻‍♂️ https:wwwtheagecomaunationalvictoriapallas-has-a-pop-at-federal-government-over-vilification-of-china-20200513-p54sj6html …,-0.3333333333333333,0.3333333333333333
Against dfat advice Chairman Dan signed a secret  dodgy agreement with the Chinese Communist Government He is a sellout to Australia 🇦🇺 and Labor’s sleazy Belt and Road deal is a national security risk https:twittercomCUhlmannstatus1260392559731306496 …,-0.2,0.35
Daniel Andrews will inflict at least another month of inconvenience on Victorian parents  with the majority of students not welcome in class until 9 June pictwittercomvvZgJV4UIR,-0.35,0.65
 pictwittercomaBLEKGAzIT,0.0,0.0
You say you’re an academic You’re clearly not overly bright You do understand the role of the opposition in a parliamentary democracy to oppose the government  ask them questions hold them to account? Or are you just another Marxist academic who hates centre-right politicians?,0.1625,0.2958333333333333
What a farce springst https:twittercomrachelbaxendalestatus1260018526883966977 …,-0.4,0.5
Dan could’ve let anxious parents and kids know this on FridayOr on Sunday after the leak to Media_Matt by someone in his own team Or yesterday But he’s strung it out for days until the polling became catastrophic Start putting Victorians first and your ego second Chairman,0.15,0.5833333333333334
After doing the school run how will parents have time to home school their other children who aren’t allowed to attend school ? Has any genius thought this through ? How will these parents get any of their own work done in the morning ?,0.2375,0.6875
Daniel Andrews has split families with children in years prep-2  3-10  or 11-12  Can you imagine the mayhem in families where parents have to take a grade 2 student to school whilst keeping a grade 4 home ?  How will the grade 4 student start home schooling on time ?,0.0,0.0
Can everyone see how Chairman Dan and his deputy chihuahua are shamelessly manipulating this crisis?Andrews chooses the morning he faces questioning by PAEC on handling of Cedar Meats to announce a return to school which he could have made yesterday & should have made weeks ago,0.0,0.0
I reckon most parents found looking at the Premier smirking on qanda highly irritating as he refused to disclose what his plans are to get their kids back in the classroom Now a panicked press conference at 7:45AM  will Andrews give parents hope or more relentless negativity?,0.15,0.45
Thanks 110 followers,0.2,0.2
qanda I never watch this program - but lockdown does weird things to all of us - our smirking Premier is making a schmuck of himself,-0.5,1.0
Well said Matt as you said Daniel Andrews is playing politics with your livelihood   The National Cabinet agreed to allow 10 patrons in cafesrestaurants around Australia 🇦🇺 but Daniel Andrews said no for Victoria  We need to lift Chairman Dan’s ban on the Victorian economy https:twittercom9NewsMelbstatus1259757001502011392 …,0.0,0.0
Daniel Andrews is sabotaging cafes and restaurants in Victoria He has no plans to allow them to open for 3 weeks He should look to the example of SA Premier marshall_steven Andrews has never had a job in the private sector  he doesn’t have a clue about small business https:twittercommarshall_stevenstatus1259684629981696001 …,-0.08333333333333333,0.425
What would Chairman Dan know about running a cafe or restaurant? It’s a matter for them if they are viable or not with 10 patrons Andrews says cafes and restaurants will remain shut for another three and half weeks in Vic  but in NSW they open this week https:wwwtheaustraliancomaucommentarycoronavirus-australia-victorian-premier-daniel-andrews-must-shed-his-nanny-state-skinnews-storyc754784251c9d158af1d001a119aa6c7 …,-0.08333333333333333,0.3333333333333333
Still there pictwittercom10QjB2746D,0.0,0.0
FDR & Curtin are legends  my tweet was about Churchill becoming PM which guaranteed the fight against Germany continued If Halifax had become PM the appeasers would have won and the UK and Commonwealth probably would have sought a negotiated truce with Hitler,0.45,0.8500000000000001
Hate to break it to you but in 1940 when the UK & the Commonwealth was on its own in the fight against Hitler  as Churchill became PM  the United States was neutral  and in Australia  Labor wouldn’t form government until 1941,-0.10000000000000003,0.95
Looking forward to speaking with DeeDeeDunleavy on 3AW693 after 1pm ,0.0,0.0
The LM wouldn’t have a clue what’s going on Hopeless 😩,0.0,0.0
No  absolutely not  as I said during an interview with sunriseon7 this morning,-0.1,0.9
Today is the 80th anniversary of the English speaking peoples’ great rallying cry to save the world God Bless Winston Churchill  he saved us all https:twittercomCOLRICHARDKEMPstatus1259457547632771073 …,0.4,0.375
Looking forward to talking to Mon and Matt on sunriseon7 very soon ,0.2,0.3
👏👏👏👏👏👏👏👏,0.0,0.0
Victory Victory at all costs—Victory in spite of all terror—Victory  however long and hard the road may be  for without victory there is no survival   Today is 75 years since the unconditional surrender of Nazi Germany   Thousands of 🇦🇺 died fighting Hitler   Lest We Forget pictwittercomqEevbJ7Wfq,-0.17083333333333334,0.4708333333333333
 pictwittercom5D1771iyuE,0.0,0.0
Queensland calling itself the ‘smart state’ was slightly laughable until today  They seem to have a plan for easing restrictions and to give some clarity for businesses  School is going back too   In Victoria we have Chairman Dan who told us- I won’t tell you ‘till Monday🤦🏻‍♂️🤬 https:twittercomAnnastaciaMPstatus1258610123179569157 …,-0.09523809523809523,0.5476190476190476
Chairman Dan is a fear mongering doomsday propagandist   Today he simply refused to tell Victorians how we can live our lives in a Covid-normal state  The arrogance of the man is breathtaking   Even the dunce up in Queensland had enough sense to let them know what’s going on https:twittercom7NewsMelbournestatus1258669710997991427 …,0.28409090909090906,0.5892857142857143
LordMayorMelb must explain this Catherine Deveny & Clementine Ford given💰by cityofmelbourne is disgraceful How much did they get? Deveny described ANZAC Day as ‘f****% disgustingTrojan Horse for racism sexism toxic masculinity  violence homophobia & discrimination’ https:twittercomtheheraldsunstatus1258517111678177280 …,0.2,0.2
🦠expert Prof CollignonPeter told 3AWNeilMitchell this morning;  “it seems to me the NZ & Victorian approach when you’ve got low transmission hasn’t been more successful than other states who have been more with what was put in place in mid-March to late March in Australia”,0.22083333333333333,0.5375
DanielAndrewsMP keeps comparing Victoria to 🦠 worst-case overseas   Australia’s borders have been closed since 20 March  He should be comparing Vic to other 🇦🇺 states where we have similar results   Why are the laws different in Vic as the rest of 🇦🇺 starts to reopen?,-0.05625,0.36875
You went a bit early there KosSamaras  looks like a bigger sample than your fake focus groups   Not good for Chairman Dan  Victorians don’t like living under a nonsensical dictatorship https:twittercomtminearstatus1258004221493784576 …,-0.1875,0.6000000000000001
The Morrison Government is doing an awesome job for Team Australia 🇦🇺 I thank you for your contribution in ably assisting with their re-election last year Good on you mate and stay safe,0.54,0.5583333333333333
Yes ?,0.0,0.0
You’ve attacked two Liberal MPs in the last week I wonder if that’s the view of GWSGIANTS ? Or is your outrage  confected or otherwise  a self-appointed position?,0.0,0.06666666666666667
I would have agreed with you a month ago  but given the inconsistency in CHO’s advice I believe he has questions to answer  but particularly the Deputy CHO  who has shown her political bias - I note she retweeted this in January pictwittercomeYQnlaStG4,0.08333333333333333,0.21666666666666667
Ouch 🥬,0.0,0.0
Not in Victoria We will be locked away for quite sometime I would have thought Businesses will continue to be destroyed We are governed by DanielAndrewsMP  a fear mongering  doomsday propagandist   advised by green left activists like Deputy CHO Dr Van Diemen https:twittercom7NewsAustraliastatus1257949538851028997 …,-0.1,0.15
The hopeless JennyMikakos  controversial CHO  and green left activist Deputy CHO  have had a shocker here They should be investigated https:twittercomrwillinghamstatus1257802434270728192 …,0.11666666666666668,0.4166666666666667
Malicious story telling from Daniel Andrews  they’ve used a + Coronavirus diagnosis of one teacher to justify their doomsday propaganda They dropped this tale of woe after DanTehanWannon gave them a legitimate spray This state Labor govt are the lowest of the low,-0.05,0.2
A disgraceful whitewash by Kym Peake and the Andrews Labor Govt annaliesevd tweets also include her retweeting attacks on the Morrison Government in January of this year whilst Deputy CHO How is this acceptable VicGovDHHS ? Van Diemen should be sacked  https:twittercomrwillinghamstatus1257507525676556288 … pictwittercomYR8MT8GL73,0.0,0.0
This morning ?,0.0,0.0
Why won’t Daniel Andrews reprimand this green left activist annaliesevd ? Why hasn’t she deleted her partisan  political tweets whilst Deputy CHO? She should resign https:www3awcomaudeputy-health-chief-deletes-twitter-app-gets-schooled-on-social-media …,-0.06666666666666667,0.13333333333333333
annaliesevd still has not apologised or deleted her tweet - she must go https:twittercomalexwhitelivestatus1257457002302844930 …,0.0,0.0
That’s not the position of the Chief Medical Officer or Deputy Chief Medical Officer of Australia It’s safe for children to attend school https:wwwgooglecomauampsampheraldsuncomaunewsopinionnick-coatsworth-why-opening-schools-is-essential-for-victorians-healthnews-storya926c7693d137aa390a44357a200e293 …,0.16666666666666666,0.16666666666666666
Do nothing rwynnemp  Labor's Planning Minister  promised to fix these apartments months ago  but nothing’s been done to get rid of 🔥 cladding   Because of COVID19 the govt is ordering everyone to stay home but what if your home is a death trap?   Dick  help these residents https:twittercom9NewsMelbstatus1256859867945590784 …,0.0,0.0
Can’t be much of an historian Cook’s voyages were an extraordinary achievement & helped scientific discovery The settlement of 🇦🇺 wasn’t decided by Captain Cook - he died in 1779 - and the Colony of New South Wales was founded 9 years after his death by Capt Arthur Phillip,0.22323232323232323,0.5515151515151515
Spot on DanTehanWannon - Daniel Andrews has politicised the National Cabinet and ignored the advice of the AHPPC and Prof Brendan Murphy Instead  Andrews is relying on hand picked left wing activists in Victoria like Deputy Chief Health Officer annaliesevd https:twittercomsclark_melbsstatus1256726823183855616 …,0.0,0.0
Medical experts who aren’t left wing activists such as the Deputy CHO in Victoria https:twittercomsclark_melbsstatus1256726384140890112 …,0.0,0.16666666666666666
Perhaps this is the reason Victorian kids aren’t going back to school Victoria’s Deputy CHO annaliesevd retweeted that “Morrison or his dickhead MP mates”  No wonder Victoria is the ‘doomsday state’ when the Deputy CHO retweets attacks on ScottMorrisonMP & LiberalAus MPs pictwittercomU3j7AOqgPC,0.0,0.0
Powerful op-ed in today’s theheraldsun by 🇦🇺Deputy Chief Medical Officer Nick Coatsworth “it is clear this intervention (school closures) can cause harm” and “damage society”  “We need to trust the evidence that says it is safe for our children to be taught at school” pictwittercomnRRf9Zw9lM,0.225,0.4708333333333333
Great piece from fergusonjw - he’s right   More people will die from a hard recession than the virus 🦠 in Victoria  Andrews has no plans to rebuild our economy as we start the reconstruction behind with far harsher restrictions than the rest of 🇦🇺 https:wwwtheaustraliancomaucommentaryemerging-fault-lines-between-scott-morrison-and-daniel-andrews-widened-by-captain-cook-tweetnews-story104064dd682007b6e741fa6e89a0994f …,0.16567460317460317,0.6712301587301587
Still running on abcmelbourne radio news  I can’t be that wrong can I or are you upset about bats 🦇?,-0.5,0.9
The overt political bias of the Deputy CHO who is making decisions to prolong punitive measures that apply only to Victoria might be of interest to abcmelbourne  or are you so trusting of the state govt that you don’t think we need to ask why the rules are so much harsher here?,0.06666666666666667,0.43333333333333335
Your abcmelbourne radio news led with it at 10am and 2nd story at 9am it was on the front page of theheraldsun  theage   australian   seems like a big story - wouldn’t you agree ?,0.0,0.03333333333333333
It’s on the front page of theheraldsun theage australian ,0.0,0.0
Is anyone going to push Andrews on the biggest issue of the day  why won’t the Deputy CHO apologise  why won’t Andrews reprimand her ? Does he agree with her statement ? She must go https:twittercom3AW693status1255994027314307072 …,0.0,0.0
So that’s Labor’s excuse  annaliesevd day off ? https:twittercomSimoLovestatus1255994091084460032 …,-0.05,0.05
Bagging Captain Cook and equating him to a virus 🦠 probably won’t bring us together - still no apology from annaliesevd  the Deputy CHO should be sacked https:twittercomSimoLovestatus1255986666537279488 …,0.0,0.0
Victorian Deputy Chief Health Officer anti-Cook comments are 'a disgrace' | Sky News Australia https:wwwskynewscomaudetails_6153103064001 …,0.0,0.0
Than anywhere else in 🇦🇺 You’d assume she would just think 🤔 whilst I’m locking people in their houses and stopping their kids from going to school after closing their business down I won’t equate Captain Cook to a virus that’s globally killed 200 000 + people,-0.1777777777777778,0.14444444444444446
Never before in our history have medical officers had more power over Victorian lives Public confidence in the impartiality and evidence base of her advice is an absolute prerequisite for us all to maintain support for these drastic decisions that are far more onerous in Vic,0.07142857142857142,0.5666666666666667
Cook’s voyages were an extraordinary achievement and helped scientific discovery enormously You do realise the settlement of 🇦🇺 wasn’t decided by Captain Cook - he died in 1779 - and the Colony of New South Wales was founded 9 years after his death by Captain Arthur Phillip ?,0.15656565656565655,0.7848484848484848
How dumb are Karl and Twiggy who don’t seem to understand why the very presence of Chinese Communist officials on Commonwealth property whilst gatecrashing a federal Minister’s press conference is a big deal How tone deaf are these people? I hope CUhlmann was watching https:twittercomTheTodayShowstatus1255612619362381824 …,-0.04375,0.225
Would Mr Clueless like to jump in the hole and let us all know what’s it’s like ?,0.0,0.0
About to join Nicole Chvastek on ABC Statewide Drive abcnews,0.0,0.0
 pictwittercomiV7vZTJfDP,0.0,0.0
Let me be very clear  The state govt must stop taking its advice from AEUVictoria & start listening to AHPPC & Australia’s CMO Brendan Murphy  VictorianCHO is a member of the AHPPC - the highest health advisory committee in 🇦🇺- which says it’s safe for kids to attend school https:twittercomJamesMerlinoMPstatus1254194204353245184 …,0.315,0.49916666666666665
Lest We Forget AnzacAtHome AnzacDay2020 pictwittercomz7dXbeydY5,0.0,0.0
Tomorrow on AnzacDay2020  we remember the over 100 000 Australians who have died in all wars We give thanks for 🇦🇺 We give thanks for our freedoms And we give thanks we are living in the safest and greatest country in the world Lest we forget 🇦🇺 pictwittercomtsIkO3xk9S,0.4,0.4
Umm 🤔 What the ?,0.0,0.0
You’re a good man Jim  stay safe,0.6,0.55
Geez mate that’s a bit reserved for you he’s a complete creep A loser He’s a very bad man  who hopefully will go to gaol,-0.4049999999999999,0.6333333333333333
 https:twittercomVictoriaPolicestatus1253121080958599168 … pictwittercomZNhYpSVOqp,0.0,0.0
What a stupid & reckless comment from the Education MinisterI remind him what CMO of 🇦🇺 Brendan Murphy said:”We're concerned our governments are keeping schools closed not from a health recommendation but almost because of parental fear and some reaction in local governments” https:twittercomSimoLovestatus1253099137374941184 …,-0.3,0.3666666666666667
Horrendous news My thoughts are with the families of the police officers whose lives have been lost in the line of duty https:twittercomtheheraldsunstatus1252885630553485312 …,0.0,0.0
Who wouldn’t like an extra year for free  but is the LM seriously suggesting Victorian councils won’t be in a position to hold a postal election by the last Saturday in October 2020 ? This sounds like a crass power grab for an extra year in office without facing the people  https:twittercomheidimurstatus1252741360156676099 …,0.013333333333333341,0.3466666666666667
Rudd and Turnbull have both been appalling Vindictive shocking humans  carrying on like pork chops Wish they’d both sod off,-0.675,0.95
Clearly  Malcolm isn’t or certainly wasn’t,0.15714285714285714,0.47738095238095235
fergusonjw writes a good piece in australian about 🦇 Bat-borne viruses that could kill off Koalas 🐨  🦇 Bats are dangerous creatures that carry shocking viruses 🦠 https:wwwtheaustraliancomaunewsbatborne-viruses-a-deadly-threat-to-koalasnews-story46414d893f0f36ea768b11a77ae993d8 …,-0.225,0.625
Absolutely appalled to watch the Premier of NSW on 4corners conspire with Daniel Andrews  who doesn’t understand the private sector at all  who between them threatened to close 90% of their economies Thank God for ScottMorrisonMP and JoshFrydenberg who walked them back,-0.26666666666666666,0.4583333333333333
Turnbull called some of his former colleagues terrorists What a complete disgrace I started tonight thinking the idea of booting a former PM out of the Liberal Party unconscionable  now I am not so sure https:twittercomjeff_kennettstatus1252177108899528705 …,0.15,0.3222222222222222
I suspect that’s a question better directed at you  ?,0.5,0.5
People and bats 🦇 don’t mix and my constituents in Kew want these bats moved away now https:twittercom9NewsMelbstatus1251786822692331520 …,0.0,0.0
For all my constituents in Kew who raised with me the issues of filthy 🦇 and the diseases they spread  note your Upper House Labor MP couldn’t care less  For Chinese officials  close down the wet markets in Wuhan where 🦇 are sold and then consumed It’s appalling https:twittercomNinaTaylorMPstatus1251823512391520257 …,-0.22460317460317464,0.37936507936507935
Victorians have lost their jobs  parents are trying to manage home schooling while they work there’s no elective surgery  & they even tried a bonking banWe’re all trying to survive this pandemic by doing the right thing  but surely we can ask why different rules apply in Vic ?,0.2619047619047619,0.6748677248677248
I don’t play golf but do other states have a lower regard for human life because they allow golf and fishing to continue?   It’s ok  in fact it’s vital  to subject those making these decisions to some scrutiny  Why aren’t you asking these important questions too?,0.11805555555555557,0.45138888888888884
Prof Murphy and the AHPPC publish their advice at  http:healthgovau    Why did Dr Sutton agree with the AHPPC that it’s safe for children to attend school and then tweet the opposite?   Why did he then backflip on his backflip ?   Why is the advice different in Victoria? pictwittercomIFWrkak0st,0.16666666666666666,0.3666666666666667
This was never just about golf This is about an un-elected official having huge control over our lives and making decisions that are inconsistent with the rest of 🇦🇺   Victorians have a right to ask questions  and not be shouted down  given huge sacrifices people are making,0.23253968253968255,0.6561507936507937
Thanks VictorianCHO for admitting on 3AW693 tonight that Victoria’s golf ban “isn’t based on science” If not science then why is a Victorian golf course a risk to life but every other 🇦🇺 course isn’t?,0.037500000000000006,0.2875
As the son of a proud Croweater I’m pleased to say your Governor is an awesome example to the whole Nation,0.625,0.85
Mate seriously  that’s one of your children isn’t it ?,-0.3333333333333333,0.6666666666666666
You could have blown me down with a feather ,-0.15555555555555559,0.2888888888888889
So get your bloke Sutton to detail why various harmless activities can’t be undertaken in Victoria Is it because of the cooler weather here ? No  it’s because the Premier of Victoria is a strange man with a tendency to bully those who report to him,-0.025,0.325
What a completely stupid comment - I’m referring to other Australian jurisdictions,-0.3083333333333333,0.4583333333333333
Omg ,0.0,0.0
No I’m actually disgusted someone like you who isn’t questioning the bullshit we are being told by Daniel Andrews and his CHO Why won’t they release the advice and science ? It’s not about golf  it’s an  example of the punitive rules in Victoria that exist nowhere else in 🇦🇺,0.5,1.0
Sorry mate  Andrews just backflipped again  he’s banned golf again,-0.5,1.0
I’d be happy to do “as the Chief Health Officer says” but because no other state has the same ridiculous rules as Victoria  I naturally question this decree Provide the evidence and we might believe that Dr Sutton is providing independent advice  not sprouting Dan’s decrees https:twittercomShingvWorldstatus1251082339460866050 …,0.10486111111111113,0.5041666666666667
Oh for goodness sake  get him to provide his evidence  not sprout Daniel’s lines We all know when under pressure Daniel becomes quite the bully ,0.0,0.0
We don’t care about your views  we want to know about the science that underpins your advice Show us your evidence as to why various individual sporting pursuits are banned in Victoria but no other state in Australia ? Or are your ‘views’ what Daniel or Jenny told you to say ? https:twittercomVictorianCHOstatus1251075354187362305 …,0.020833333333333332,0.425
 https:wwwheraldsuncomaucoronavirusend-in-sight-for-ivf-ban-as-hope-resumes-for-elective-surgeriesnews-storyb9e3948bdb8488af185ba35a22fbc3dd …,0.0,0.0
Many  many positions by the Andrews government on golf - has the ban been lifted as reported by s_deery or has it not ? How the hell can Victorians follow the rules if bureaucrats  staffers and ministers have no idea ? This is becoming really embarrassing for Daniel Andrews 🤦🏻‍♂️ https:twittercombridgerollostatus1251049621494759425 …,0.4125,0.5125000000000001
 https:wwwheraldsuncomaucoronavirusend-in-sight-for-ivf-ban-as-hope-resumes-for-elective-surgeriesnews-storyb9e3948bdb8488af185ba35a22fbc3dd …,0.0,0.0
We live in a democracy - it’s my constitutional obligation as an opposition MP to ask the government  that is ruling by decree  why is golf banned in the state of Victoria but in no other Australian jurisdiction? Why won’t the govt release the science justifying their decision?,0.06628787878787878,0.2916666666666667
Mate  I respect your opinion  but seriously no other health officer in Australia has banned golf or fishing if social distance is observed Why won’t the chief health officer in Victoria release the science or modelling as to why it must be like this south of the Murray River?,0.04791666666666666,0.22083333333333333
Victoria’s Covid directions make it clear that you can go for a walk with another person if social distance is observed   As Winston Churchill said “golf spoils a good walk ” so what’s the difference ? pictwittercomMJlZnCHXXM,0.27777777777777773,0.35000000000000003
